,sentiment,text
4367,fear,ー19 whoever gives a shit i'm in eastern europe no one is wearing masks everyone thinks thinks this is the flu they are right
219,sad,corona fuck you loudly_crying_face loudly_crying_face i want to go here loudly_crying_face
153,sad,India india fast spreading but improving rapidly contagion est 0 01% of pop infected peak daily deaths of 310 in 16 days proj death toll 9 849 in ~77 days four_o’clock 16/04 1/4
2449,sad,lockdown till death
3636,anger,my brother and i just got into an argument and he going to say “well i hope you get the corona virus” like dang bro chillll it was not that serious
4522,fear,yes and pushkin really does not trigger me can avoid duels and dont plan to drink on the streets during
169,sad,Thailand thailand under control and improving rapidly contagion est 0 01% of pop infected proj death toll 61 in ~22 days four_o’clock 20/04 1/4
3936,anger,is not this truth never been more stressed frustrated in my all my life more questions than answers being raised right now ー19
4057,fear,i was not too nervous about prior to yesterday but these last 2 days have changed me with that said keep washing your hands and stay home if you are sick hoping everyone stays safe
2875,joy,we so happy that shibi was our first customer at samasta today wearing samasta ofcourse we are now officially open after the lockdown samasta has printed dresses and tunics in cool cottons to beat the heat come… …
2862,sad,2nd covid 19 death reported in j&k toll 30 >> a 72 year old man with comorbities from doda district on monday died of covid 19 at gmc jammu taking the death toll due to the virus to 30 in jammu and kashmir – at rajbagh
698,sad,a good service in bad times of corona epidemic
3802,anger,pennsylvania gov tom wolf orders statewide shutdown over coronavirus via
740,sad,so sad to hear the passing away of wajid khan bhai due to covid 19 rest in peace folded_hands
4430,fear,ex obama official warns us health system faces 'tsunami' over coronavirus
63,sad,i thought i can celebrate both of my favourites on the same week which is raya and harvest festival but sadly due to covid 19 i cant even do shit now haha
4462,fear,we should do a daily mass test of all citizens in a mid sized town affected by for a full month to get a real time picture of the actual threat level imposed by the coronavirus this is the only way to get an exact understanding of the virus
4426,fear,coroner's officer forcing us to arrange funeral now when transport of body to another country is not possible due to otherwise threatening they will destroy my grandmother's body
4250,fear,how can u be afraid of the corona virus but not an std i'm curious
2957,sad,"""smriti irani missing"" posters come up in amethi in last 1 yr she visited amethi only for a few hours has done nothing for the people during covid19 crisis and instead referred to workers coming back to amethi from different states as ""coronavirus"" /afj4bssibe"
4106,fear,does this data account for unprecedented precautionary measures that have only just started being put place & increased testing (feds & states) coronavirus is not something to be taken lightly but fearmongering is not helpful these numbers reflect worst case scenarios
2736,joy,in gwalior volunteers was sanitising a muslim locality to prevent it from corona virus later people of the muslim community welcomed their gesture and thanked them by applying tilak on their foreheads but for rss is anti muslimpic twitter com/hljkopya7g
4389,fear,how the coronavirus pandemic threatens us national security
3864,anger,woman 39 found dead by boyfriend while waiting for coronavirus test results stop saying flu like illness you make me want to swear its not like the f**king flu wake up stop spreading fake statements seriously get a life
4195,fear,the who is the biggest fake organization to them the us is bad bad bad they want everything to be global control the who is pretty much spreading unfounded fear about
